Video ID,Title,Published,Views,Length,Watch,From Your Title,Product,Product #,Pack #,Hit,Hit Info,Sets & Packs,Greatest Hits,Greatest Hits Rank,Playlist To Add,Affiliate Link,Site Title,Short Description,Feature,Hide,Notes
8xqvY3OzugE,Only Garbage Rips? 😬 | Ascended Heroes 2-Pack Blister,2026-03-02,130,0:29,watch,Blister  Ascended Heroes,,,,,,,,,,,,,,,
F9mAQqKd6r8,Only Garbage Rips? 😬 | Mega Charizard X Tin,2026-03-01,23,0:49,watch,Tin,,,,Yes,,,,,,,,,,,
brj3GukGFAE,Only Garbage Rips? 😬 | Pokémon 151 Booster Packs,2026-02-28,217,0:30,watch,151,,,,,,,,,,,,,,,
zIn3mWKwkyg,Pokémon Day 2026 🎉 | 30th Anniversary Pikachu Promo Opening 😬,2026-02-27,1196,0:46,watch,,,,,,,,,,,,,,,,
AqZBxDu2wkc,Only Garbage Rips? 😬 | Prismatic Evolutions Booster Packs,2026-02-26,531,0:30,watch,Prismatic Evolutions,,,,,,,,,,,,,,,
qdzDD_kM4Uk,Pokémon Ascended Heroes Booster Pack #5 Opening,2026-02-25,626,0:15,watch,title: pack 5  Scarlet & Violet,,,,,,,,,,,,,,,
SQLDjKwVPk4,Only Garbage Rips 😬 | Destined Rivals Zarude Blister,2026-02-24,392,0:22,watch,Blister  Destined Rivals,,,,,,,,,,,,,,,
n_3lk9V4L64,Ascended Heroes Pack #4… Is This The One? 😬,2026-02-23,262,0:17,watch,title: pack 4  Ascended Heroes,,,,,,,,,,,,,,,
f9qJ_M3ot3k,Only Garbage Rips 😬 | Paradox Rift Sleeved Booster,2026-02-22,350,0:20,watch,Scarlet & Violet,,,,,,,,,,,,,,,
LROQ-vFl4Hs,Ascended Heroes Pack #3… Third Time’s the Charm? 😬,2026-02-21,252,0:17,watch,title: pack 3  Ascended Heroes,,,,,,,,,,,,,,,
RMastm9Bosw,Only Garbage Rips 😬 | Phantasmal Flames Sleeved Boosters (Round 2),2026-02-20,288,0:26,watch,Phantasmal Flames,,,,,,,,,,,,,,,
vzYuzHFbueo,Ascended Heroes Pack #2… Any Luck? 😬 | Garbage Rips,2026-02-19,1203,0:16,watch,title: pack 2  Ascended Heroes,,,,,,,,,,,,,,,
Ab81MNFnDLw,Only Garbage Rips 😬 | Garbodor Unova Mini Tin (Rochester’s Pokémon),2026-02-18,1541,0:40,watch,Tin,,,,,,,,,,,,,,,
3dKWTVbCH3I,Only Garbage Rips 😬 | Pokémon Ascended Heroes Pack #1,2026-02-17,779,0:17,watch,title: pack 1  Ascended Heroes,,,,Yes,Ascended Heroes - Stunfisk ex - Double Silver Star - Ultra Rare,,,,,,,,,,
wMDMN2emLCM,Only Garbage Rips 😬 | Pokémon Trick or Trade BOOster Packs… In February,2026-02-16,342,0:20,watch,,,,,No,,,,,,,,,,,
QADrkuqf9pg,Only Garbage Rips 😬 | Pokémon Korean Mask of Change Booster Pack,2026-02-15,454,0:18,watch,,,,,No,,,,,,,,,,,
jO7K2zX6Rlg,Only Garbage Rips 😬 | Pokémon Violet ex Booster Pack,2026-02-14,2411,0:16,watch,Scarlet & Violet,,,,No,,,,,,,,,,,
8jKHh-P7P7M,Only Garbage Rips 😬 | Chinese Gem Pack Vol 2 (Eeveelutions),2026-02-13,630,0:18,watch,Chinese Booster Pack,,,,No,,,,,,,,,,,
hLr5iThoO2k,Only Garbage Rips 😬 | Journey Together Scrafty Blister,2026-02-12,947,0:42,watch,Blister  Journey Together,,,,Yes,Journey Together - Volcanion ex - Double Black Star - Double Rare,,,,,,,,,,
cmV6P3ssh2g,Only Garbage Rips 😬 | Raikou 2-Pack Blister,2026-02-11,932,0:32,watch,Blister  Phantasmal Flames,,,,Yes,Phantasmal Flames - Rotom ex - Double Black Star- Double Rare,,,,,,,,,,All the packs are on the first set. Move some across the Packs columns if they came from different sets.
SOCAXif6Mzs,Only Garbage Rips 😬 | Journey Together 3-Pack Blister,2026-02-10,850,0:46,watch,Blister  Journey Together,,,,Yes,Journey Together - Trainer - Ruffian - Double Silver Star - Ultra Rare,,,,,,,,,,
Prq7KI6j1Vk,Only Garbage Rips 😬 | Phantasmal Flames Sleeved Boosters,2026-02-09,507,0:44,watch,Phantasmal Flames,,,,Yes,Phantasmal Flames - Mismagius ex - Double Black Star - Double Rare,,,,,,,,,,
-1fhlQB1okI,Only Garbage Rips 😬 | Japanese Cyber Judge Booster Packs,2026-02-08,402,0:54,watch,,,,,Yes,Cyber Judge - Incineroar ex - SR - Super Rare,,,,,,,,,,
evnMahizn0I,Only Garbage Rips 😬 | Paldea Evolved Blister Pack #PokemonShorts #PokemonTCG #PaldeaEvolved,2026-02-07,2452,0:26,watch,Blister  Paldea Evolved,,,,No,,,,,,,,,,,
AXOYuKfoBXU,Only Garbage Rips 😬 | Phantasmal Flames Blister Packs,2026-02-06,30,0:48,watch,Blister  Phantasmal Flames,,,,Yes,Phantasmal Flames - Mega Lopunny ex - Double Black Star - Double Rare,,,,Hits,,,,,,
m9K7hpyjn04,Only Garbage Rips 😬 | Kyogre Knock Out Collection,2026-02-05,830,0:45,watch,Knock Out Collection,,,,Yes,Surging Sparks - Feebas - Single Gold Star - Illustration Rare,,,,,,,,,,All the packs are on the first set. Move some across the Packs columns if they came from different sets.
41vJCIdzYkw,Only Garbage Rips 😬 Suicune Knock Out Collection #pokemon #pokemoncards #pokemontcg #PokemonShorts,2026-02-04,394,0:46,watch,Knock Out Collection,,,,No,,,,,Hits,,,,,,All the packs are on the first set. Move some across the Packs columns if they came from different sets.
EOFAhFwJKqw,Only Garbage Rips 😬 | Paradox Rift Blister Packs,2026-02-03,237,1:15,watch,Blister  Paradox Rift,Blister Pack,,1,Yes,Paradox Rift - Tsareena ex - Double Black Star - Double Rare,,,,,,,,,,
l6RPdGNs7uE,Only Garbage Rips from the Mega Kangaskhan ex Box,2026-02-02,1180,1:07,watch,,ex Box,,,Yes,"Mega Kangakhan ex - Black Star Promo , Mega Evolution - Spearow - Single Gold Star - Illustration Rare,",,,,Hits,,,,,,All the packs are on the first set. Move some across the Packs columns if they came from different sets.
kj7532tb0_I,Only Garbage Rips from the Latest Costco Charizard UPC Drop,2026-02-01,89,6:56,watch,,UPC,,,Yes,"Phantasmal Flames - Trainer - Dawn - Double Silver Star - Ultra Rare, Phantasmal Flames - Mega Gengar ex - Double Black Star - Double Rare , Mega Evolution - Mega Gardevoir ex - Double Silver Star - Ultra Rare , Mega Evolution - Mega Venusaur ex - Double Black Star - Double Rare , Mega Evolution - Marshadow - Single Gold Star - Illustration Rare ,  Destined Rivals - Cetitan ex - Double Black Star , Destined Rivals - Rotom - Single Gold Star - Illustration Rare, Journey Together - Noibat - Single Gold Star - Illustration Rare, Journey Together - Trainer - Brock's Scouting - Double Silver Star - Ultra Rare , Journey Together - Blaziken ex - Double Black Star - Double Rare, Surging Sparks - Trainer - Scramble Switch - Single Pink Star -  ACE SPEC Rare , Surging Sparks - Trainer - Cyrano - Double Silver Star - Ultra Rare, Phantasmal Falmes - Charizard X ex - Black Star Promo Card , Phantasmal Flames - Oricorio ex - Black Star Promo Card",,,,Hits,,,,,,All the packs are on the first set. Move some across the Packs columns if they came from different sets.
TN7_ZsuRQSI,Only Garbage Rips from the Pokémon Fall 2025 Collector Chest,2026-02-01,1406,2:14,watch,,Collector Chest,,,Yes,"Mega Evolution - Stufful - Single Gold star - Illustration Rare , Destined Rivals - Marnie's Grimmsnarl ex , Double Black Star - Double Rare , Journey Together - Wailord - Single Gold Star - Illustration Rare",,,,Hits,,,,,,All the packs are on the first set. Move some across the Packs columns if they came from different sets.
